date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:35:10	9278/9278	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2001:05:00%20GMT	https://html.rometheme.pro/pets/images/shop-img-12.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/shop-img-12.jpg	(from https://html.rometheme.pro/pets/pets-shop.html)
21:35:11	77289/77289	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2001:29:52%20GMT	https://html.rometheme.pro/pets/images/about_our_clinic.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/about_our_clinic.jpg	(from https://html.rometheme.pro/pets/about-us.html)
21:35:12	23284/23284	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2001:59:48%20GMT	https://html.rometheme.pro/pets/images/services04.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/services04.jpg	(from https://html.rometheme.pro/pets/services.html)
21:35:12	20758/20758	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2001:59:55%20GMT	https://html.rometheme.pro/pets/images/services05.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/services05.jpg	(from https://html.rometheme.pro/pets/services.html)
21:35:12	20168/20168	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2002:00:02%20GMT	https://html.rometheme.pro/pets/images/services06.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/services06.jpg	(from https://html.rometheme.pro/pets/services.html)
21:35:13	52286/52286	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2002:23:03%20GMT	https://html.rometheme.pro/pets/images/services-img-detail.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/services-img-detail.jpg	(from https://html.rometheme.pro/pets/services-single.html)
21:35:13	30494/30494	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2002:44:12%20GMT	https://html.rometheme.pro/pets/images/about02.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/about02.jpg	(from https://html.rometheme.pro/pets/page-faq.html)
21:35:13	15851/15851	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2002:59:10%20GMT	https://html.rometheme.pro/pets/images/vet08.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/vet08.jpg	(from https://html.rometheme.pro/pets/page-our-staff.html)
21:35:13	18304/18304	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2002:59:21%20GMT	https://html.rometheme.pro/pets/images/vet09.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/vet09.jpg	(from https://html.rometheme.pro/pets/page-our-staff.html)
21:35:14	16813/16813	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2003:00:21%20GMT	https://html.rometheme.pro/pets/images/vet10.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/vet10.jpg	(from https://html.rometheme.pro/pets/page-our-staff.html)
21:35:14	17109/17109	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202019%2009:48:49%20GMT	https://html.rometheme.pro/pets/images/appointment_img.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/appointment_img.jpg	(from https://html.rometheme.pro/pets/page-appointment-form.html)
21:35:15	124814/124814	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2002:00:08%20GMT	https://html.rometheme.pro/pets/images/gallery-1.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/gallery-1.jpg	(from https://html.rometheme.pro/pets/gallery.html)
21:35:15	134510/134510	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2002:01:00%20GMT	https://html.rometheme.pro/pets/images/gallery-2.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/gallery-2.jpg	(from https://html.rometheme.pro/pets/gallery.html)
21:35:16	121621/121621	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2001:59:30%20GMT	https://html.rometheme.pro/pets/images/gallery-4.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/gallery-4.jpg	(from https://html.rometheme.pro/pets/gallery.html)
21:35:16	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2015%20Jan%202019%2006:51:31%20GMT	https://html.rometheme.pro/pets/fonts/fontawesome-webfont.eot?v=4.1.0	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/fonts/fontawesome-webfont862f.eot	(from https://html.rometheme.pro/pets/css/vendor/font-awesome.min.css)
21:35:16	122996/122996	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2001:59:42%20GMT	https://html.rometheme.pro/pets/images/gallery-3.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/gallery-3.jpg	(from https://html.rometheme.pro/pets/gallery.html)
21:35:16	133557/133557	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2001:59:13%20GMT	https://html.rometheme.pro/pets/images/gallery-5.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/gallery-5.jpg	(from https://html.rometheme.pro/pets/gallery.html)
21:35:16	89705/89705	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2001:58:43%20GMT	https://html.rometheme.pro/pets/images/gallery-6.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/gallery-6.jpg	(from https://html.rometheme.pro/pets/gallery.html)
21:35:16	42837/42837	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2000:39:52%20GMT	https://html.rometheme.pro/pets/images/blog-img-4.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/blog-img-4.jpg	(from https://html.rometheme.pro/pets/blog.html)
21:35:17	33390/33390	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2000:40:50%20GMT	https://html.rometheme.pro/pets/images/blog-img-5.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/blog-img-5.jpg	(from https://html.rometheme.pro/pets/blog.html)
21:35:17	44620/44620	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2000:41:31%20GMT	https://html.rometheme.pro/pets/images/blog-img-6.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/blog-img-6.jpg	(from https://html.rometheme.pro/pets/blog.html)
21:35:18	79000/79000	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202017%2009:51:48%20GMT	https://html.rometheme.pro/pets/images/testimony-thumb-3.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/testimony-thumb-3.jpg	(from https://html.rometheme.pro/pets/blog-single.html)
21:35:18	231368/231368	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2000:50:34%20GMT	https://html.rometheme.pro/pets/images/blog-preview-img.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/blog-preview-img.jpg	(from https://html.rometheme.pro/pets/blog-single.html)
21:35:18	86206/86206	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202017%2009:51:48%20GMT	https://html.rometheme.pro/pets/images/testimony-thumb-2.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/testimony-thumb-2.jpg	(from https://html.rometheme.pro/pets/blog-single.html)
21:35:18	72274/72274	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202017%2009:51:48%20GMT	https://html.rometheme.pro/pets/images/testimony-thumb-1.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/testimony-thumb-1.jpg	(from https://html.rometheme.pro/pets/blog-single.html)
21:35:18	56918/56918	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2014:26:51%20GMT	https://html.rometheme.pro/pets/images/pattern_bg.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/pattern_bg.jpg	(from https://html.rometheme.pro/pets/blog-single.html)
21:35:19	96042/96042	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2005:45:01%20GMT	https://html.rometheme.pro/pets/images/statistic_bg.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/statistic_bg.jpg	(from https://html.rometheme.pro/pets/blog-single.html)
21:35:19	16315/16315	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Feb%202019%2013:45:26%20GMT	https://html.rometheme.pro/pets/images/shop-img-detail.jpg	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/images/shop-img-detail.jpg	(from https://html.rometheme.pro/pets/shop-single.html)
21:35:19	6215/6215	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Jan%202019%2006:51:31%20GMT	https://html.rometheme.pro/pets/js/googlemap-setting.js	C:/xampp/htdocs/DuAn1/petWeb/html.rometheme.pro/pets/js/googlemap-setting.js	(from https://html.rometheme.pro/pets/contact.html)
